Query: NLB074925_01, Tunefamily: 10000_0, average precision:[1.0] 
Query: NLB182848_01, Tunefamily: 13628_0, average precision:[0.4296398046398046] 
Query: NLB196768_01, Tunefamily: 13628_0, average precision:[0.6833333333333333] 
Query: NLB176058_01, Tunefamily: 13634_0, average precision:[1.0] 
Query: NLB176062_01, Tunefamily: 13634_0, average precision:[1.0] 
Query: NLB123828_01, Tunefamily: 13635_1, average precision:[1.0] 
Query: NLB176184_01, Tunefamily: 13635_1, average precision:[1.0] 
Query: NLB176190_01, Tunefamily: 13635_2, average precision:[0.7] 
Query: NLB183220_01, Tunefamily: 13635_2, average precision:[0.5833333333333334] 
Query: NLB177585_01, Tunefamily: 13636_0, average precision:[0.8333333333333333] 
Query: NLB196677_01, Tunefamily: 13636_0, average precision:[0.6666666666666666] 
Query: NLB176195_01, Tunefamily: 13638_0, average precision:[1.0] 
Query: NLB177160_01, Tunefamily: 13638_0, average precision:[1.0] 
Query: NLB179575_01, Tunefamily: 13638_0, average precision:[1.0] 
Query: NLB150152_01, Tunefamily: 1363_0, average precision:[0.6692982456140351] 
Query: NLB150156_01, Tunefamily: 1363_0, average precision:[0.6692982456140351] 
Query: NLB152246_01, Tunefamily: 1363_0, average precision:[0.3370403365503588] 
Query: NLB125062_01, Tunefamily: 13640_0, average precision:[0.3157014042867701] 
Query: NLB145276_01, Tunefamily: 13640_0, average precision:[0.23229477531166687] 
Query: NLB177854_01, Tunefamily: 13640_0, average precision:[0.7722222222222223] 
Query: NLB178229_01, Tunefamily: 13640_0, average precision:[0.5479605367845967] 
Query: NLB196686_01, Tunefamily: 13640_0, average precision:[0.4316005392139583] 
Query: NLB182399_01, Tunefamily: 13641_0, average precision:[1.0] 
Query: NLB196694_01, Tunefamily: 13641_0, average precision:[1.0] 
Query: NLB177829_01, Tunefamily: 13646_0, average precision:[0.6111111111111112] 
Query: NLB196731_01, Tunefamily: 13646_0, average precision:[0.532258064516129] 
Query: NLB177552_01, Tunefamily: 13664_0, average precision:[1.0] 
Query: NLB196483_01, Tunefamily: 13664_0, average precision:[1.0] 
Query: NLB178125_01, Tunefamily: 13665_0, average precision:[1.0] 
Query: NLB196487_01, Tunefamily: 13665_0, average precision:[1.0] 
Query: NLB177574_01, Tunefamily: 13666_0, average precision:[1.0] 
Query: NLB196489_01, Tunefamily: 13666_0, average precision:[1.0] 
Query: NLB178126_01, Tunefamily: 13667_0, average precision:[1.0] 
Query: NLB196497_01, Tunefamily: 13667_0, average precision:[1.0] 
Query: NLB152377_01, Tunefamily: 13668_0, average precision:[0.5492063492063493] 
Query: NLB177467_01, Tunefamily: 13668_0, average precision:[0.7844827586206896] 
Query: NLB197876_01, Tunefamily: 13668_0, average precision:[0.7844827586206896] 
Query: NLB198023_01, Tunefamily: 13668_0, average precision:[1.0] 
Query: NLB135815_01, Tunefamily: 13669_0, average precision:[0.52] 
Query: NLB198158_01, Tunefamily: 13669_0, average precision:[0.5909090909090909] 
Query: NLB145219_01, Tunefamily: 1366_0, average precision:[1.0] 
Query: NLB197865_01, Tunefamily: 1366_0, average precision:[1.0] 
Query: NLB177488_01, Tunefamily: 13698_0, average precision:[1.0] 
Query: NLB197771_01, Tunefamily: 13698_0, average precision:[1.0] 
Query: NLB177874_01, Tunefamily: 13704_0, average precision:[0.7560975609756098] 
Query: NLB179916_01, Tunefamily: 13704_0, average precision:[0.7560975609756098] 
Query: NLB182812_01, Tunefamily: 13704_0, average precision:[0.2886521168496929] 
Query: NLB197885_01, Tunefamily: 13704_0, average precision:[0.7560975609756098] 
Query: NLB179929_01, Tunefamily: 13712_0, average precision:[1.0] 
Query: NLB197966_01, Tunefamily: 13712_0, average precision:[1.0] 
Query: NLB196735_01, Tunefamily: 13713_0, average precision:[0.6936936936936937] 
Query: NLB196813_01, Tunefamily: 13713_0, average precision:[0.6936936936936937] 
Query: NLB198170_01, Tunefamily: 13713_0, average precision:[0.3447022644674308] 
Query: NLB182347_01, Tunefamily: 13714_0, average precision:[0.5074626865671642] 
Query: NLB196825_01, Tunefamily: 13714_0, average precision:[0.5056818181818182] 
Query: NLB151940_01, Tunefamily: 13715_0, average precision:[1.0] 
Query: NLB183236_01, Tunefamily: 13715_0, average precision:[0.8333333333333333] 
Query: NLB152383_01, Tunefamily: 13716_0, average precision:[0.6666666666666666] 
Query: NLB198019_01, Tunefamily: 13716_0, average precision:[0.53125] 
Query: NLB125677_01, Tunefamily: 13717_0, average precision:[0.5082644628099173] 
Query: NLB184203_01, Tunefamily: 13717_0, average precision:[0.50625] 
Query: NLB073899_01, Tunefamily: 13719_0, average precision:[0.2875260271189884] 
Query: NLB075648_01, Tunefamily: 13719_0, average precision:[0.314642392874701] 
Query: NLB140275_01, Tunefamily: 13719_0, average precision:[0.27506379146445187] 
Query: NLB142898_01, Tunefamily: 13719_0, average precision:[0.28045210077712535] 
Query: NLB141852_01, Tunefamily: 13721_0, average precision:[0.4287664623069936] 
Query: NLB141855_01, Tunefamily: 13721_0, average precision:[0.29343409192035574] 
Query: NLB141858_01, Tunefamily: 13721_0, average precision:[0.2803110744061664] 
Query: NLB141861_01, Tunefamily: 13721_0, average precision:[0.25301435483208545] 
Query: NLB141922_01, Tunefamily: 13723_0, average precision:[1.0] 
Query: NLB142050_01, Tunefamily: 13723_0, average precision:[0.8333333333333333] 
Query: NLB177456_01, Tunefamily: 13725_0, average precision:[0.7505017561465128] 
Query: NLB197763_01, Tunefamily: 13725_0, average precision:[0.7505017561465128] 
Query: NLB197839_01, Tunefamily: 13725_0, average precision:[0.7505017561465128] 
Query: NLB198165_01, Tunefamily: 13725_0, average precision:[0.25090280882803234] 
Query: NLB177483_01, Tunefamily: 13726_0, average precision:[1.0] 
Query: NLB197765_01, Tunefamily: 13726_0, average precision:[1.0] 
Query: NLB197789_01, Tunefamily: 13734_0, average precision:[0.5384615384615384] 
Query: NLB197829_01, Tunefamily: 13734_0, average precision:[0.5263157894736842] 
Query: NLB178097_01, Tunefamily: 13735_0, average precision:[0.537037037037037] 
Query: NLB197830_01, Tunefamily: 13735_0, average precision:[0.5188679245283019] 
Query: NLB124575_01, Tunefamily: 1374_2, average precision:[0.17145752076101808] 
Query: NLB133767_01, Tunefamily: 1374_2, average precision:[0.20134270207017482] 
Query: NLB152402_01, Tunefamily: 1374_2, average precision:[0.34968576003760365] 
Query: NLB152497_01, Tunefamily: 1374_2, average precision:[0.35838826780928584] 
Query: NLB183384_01, Tunefamily: 1374_2, average precision:[0.17676939138047604] 
Query: NLB192436_01, Tunefamily: 1374_2, average precision:[0.17060611074724832] 
Query: NLB138465_01, Tunefamily: 13757_0, average precision:[0.2418205425882928] 
Query: NLB151483_01, Tunefamily: 13757_0, average precision:[0.7273504273504273] 
Query: NLB179922_01, Tunefamily: 13757_0, average precision:[0.23426550549876354] 
Query: NLB182840_01, Tunefamily: 13757_0, average precision:[0.7761290322580645] 
Query: NLB197999_01, Tunefamily: 13757_0, average precision:[0.7273504273504273] 
Query: NLB177458_01, Tunefamily: 13759_0, average precision:[1.0] 
Query: NLB197779_01, Tunefamily: 13759_0, average precision:[1.0] 
Query: NLB197856_01, Tunefamily: 13759_0, average precision:[1.0] 
Query: NLB198130_01, Tunefamily: 13759_0, average precision:[1.0] 
Query: NLB192107_01, Tunefamily: 13760_0, average precision:[0.5125] 
Query: NLB196873_01, Tunefamily: 13760_0, average precision:[0.5526315789473684] 
Query: NLB144905_01, Tunefamily: 1377_0, average precision:[1.0] 
Query: NLB152245_01, Tunefamily: 1377_0, average precision:[1.0] 
Query: NLB137884_01, Tunefamily: 1378_1, average precision:[0.5172413793103449] 
Query: NLB138038_01, Tunefamily: 1378_1, average precision:[0.503690036900369] 
Query: NLB002982_01, Tunefamily: 1379_0, average precision:[0.5025974025974026] 
Query: NLB015030_01, Tunefamily: 1379_0, average precision:[0.5013623978201635] 
Query: NLB075276_01, Tunefamily: 13807_0, average precision:[0.5024271844660194] 
Query: NLB142663_01, Tunefamily: 13807_0, average precision:[0.5035335689045937] 
Query: NLB192135_01, Tunefamily: 13814_0, average precision:[1.0] 
Query: NLB196971_01, Tunefamily: 13814_0, average precision:[1.0] 
Query: NLB148765_01, Tunefamily: 13816_0, average precision:[0.2507884122860271] 
Query: NLB182780_01, Tunefamily: 13816_0, average precision:[0.015250980879442022] 
Query: NLB195667_01, Tunefamily: 13816_0, average precision:[0.25052741457670413] 
Query: NLB195669_01, Tunefamily: 13816_0, average precision:[0.015250980879442022] 
Query: NLB148767_01, Tunefamily: 13817_0, average precision:[0.510475297060663] 
Query: NLB182781_01, Tunefamily: 13817_0, average precision:[0.6712765957446808] 
Query: NLB195668_01, Tunefamily: 13817_0, average precision:[0.4466422466422466] 
Query: NLB195670_01, Tunefamily: 13817_0, average precision:[0.2783838870868765] 
Query: NLB150916_01, Tunefamily: 13822_0, average precision:[1.0] 
Query: NLB180397_01, Tunefamily: 13822_0, average precision:[1.0] 
Query: NLB182787_01, Tunefamily: 13822_0, average precision:[1.0] 
Query: NLB177677_01, Tunefamily: 13823_0, average precision:[1.0] 
Query: NLB182786_01, Tunefamily: 13823_0, average precision:[1.0] 
Query: NLB129855_01, Tunefamily: 13824_0, average precision:[0.6701551089383789] 
Query: NLB177503_01, Tunefamily: 13824_0, average precision:[0.6701551089383789] 
Query: NLB177507_01, Tunefamily: 13824_0, average precision:[0.3346626625745642] 
Query: NLB177540_01, Tunefamily: 13824_0, average precision:[0.3346626625745642] 
Query: NLB182791_01, Tunefamily: 13824_0, average precision:[0.6701551089383789] 
Query: NLB196733_01, Tunefamily: 13824_0, average precision:[0.6701551089383789] 
Query: NLB123832_01, Tunefamily: 13829_0, average precision:[0.3373564320005993] 
Query: NLB123832_02, Tunefamily: 13829_0, average precision:[0.3371121792483295] 
Query: NLB176909_01, Tunefamily: 13829_0, average precision:[0.006501133184119626] 
Query: NLB135498_01, Tunefamily: 1382_0, average precision:[0.6675595238095238] 
Query: NLB152199_01, Tunefamily: 1382_0, average precision:[0.6672511202026106] 
Query: NLB192487_01, Tunefamily: 1382_0, average precision:[0.3352831194715507] 
Query: NLB134749_01, Tunefamily: 13833_0, average precision:[0.34185417756846326] 
Query: NLB150909_01, Tunefamily: 13833_0, average precision:[0.677536231884058] 
Query: NLB166195_01, Tunefamily: 13833_0, average precision:[0.677536231884058] 
Query: NLB195549_01, Tunefamily: 13836_0, average precision:[1.0] 
Query: NLB196453_01, Tunefamily: 13836_0, average precision:[1.0] 
Query: NLB195520_01, Tunefamily: 13837_0, average precision:[1.0] 
Query: NLB195553_01, Tunefamily: 13837_0, average precision:[1.0] 
Query: NLB175979_01, Tunefamily: 13838_0, average precision:[0.5454545454545454] 
Query: NLB176947_01, Tunefamily: 13838_0, average precision:[0.5625] 
Query: NLB177884_01, Tunefamily: 13882_0, average precision:[0.5178571428571429] 
Query: NLB182961_01, Tunefamily: 13882_0, average precision:[0.5098039215686274] 
Query: NLB177779_01, Tunefamily: 13885_0, average precision:[0.5874097407304139] 
Query: NLB182929_01, Tunefamily: 13885_0, average precision:[0.3484420885820011] 
Query: NLB184982_01, Tunefamily: 13885_0, average precision:[0.42643790629147266] 
Query: NLB196671_01, Tunefamily: 13885_0, average precision:[0.32166995743902943] 
Query: NLB197936_01, Tunefamily: 13885_0, average precision:[0.5874097407304139] 
Query: NLB200429_01, Tunefamily: 13885_0, average precision:[0.21681867758421908] 
Query: NLB200430_01, Tunefamily: 13885_0, average precision:[0.21040074539073797] 
Query: NLB177227_01, Tunefamily: 13937_0, average precision:[0.42810457516339867] 
Query: NLB179416_01, Tunefamily: 13937_0, average precision:[0.7192982456140351] 
Query: NLB199695_01, Tunefamily: 13937_0, average precision:[0.7192982456140351] 
Query: NLB123905_01, Tunefamily: 13942_0, average precision:[1.0] 
Query: NLB179590_01, Tunefamily: 13942_0, average precision:[1.0] 
Query: NLB123935_01, Tunefamily: 13943_0, average precision:[1.0] 
Query: NLB179477_01, Tunefamily: 13943_0, average precision:[1.0] 
Query: NLB178563_01, Tunefamily: 13944_0, average precision:[0.5028089887640449] 
Query: NLB179487_01, Tunefamily: 13944_0, average precision:[0.5078740157480315] 
Query: NLB177147_01, Tunefamily: 13945_0, average precision:[0.7502320185614849] 
Query: NLB177189_01, Tunefamily: 13945_0, average precision:[0.2514277517721613] 
Query: NLB179576_01, Tunefamily: 13945_0, average precision:[0.6044017395392571] 
Query: NLB199728_01, Tunefamily: 13945_0, average precision:[0.7502320185614849] 
Query: NLB179581_01, Tunefamily: 13946_0, average precision:[1.0] 
Query: NLB199749_01, Tunefamily: 13946_0, average precision:[1.0] 
Query: NLB070428_01, Tunefamily: 1417_0, average precision:[0.3215295789490206] 
Query: NLB072926_01, Tunefamily: 1417_0, average precision:[0.18280246680247503] 
Query: NLB113134_01, Tunefamily: 1417_0, average precision:[0.3215295789490206] 
Query: NLB141120_01, Tunefamily: 1417_0, average precision:[0.4035588750044072] 
Query: NLB146187_01, Tunefamily: 1417_0, average precision:[0.4035588750044072] 
Query: NLB147022_01, Tunefamily: 1417_0, average precision:[0.3486719190898826] 
Query: NLB181096_01, Tunefamily: 1417_0, average precision:[0.1609442663104747] 
Query: NLB072254_01, Tunefamily: 1419_1, average precision:[0.21490833099172485] 
Query: NLB072255_01, Tunefamily: 1419_1, average precision:[0.09218941259482989] 
Query: NLB072257_01, Tunefamily: 1419_1, average precision:[0.1863918819837972] 
Query: NLB072378_01, Tunefamily: 1419_1, average precision:[0.09600205486473821] 
Query: NLB073750_01, Tunefamily: 1419_1, average precision:[0.08789015754789048] 
Query: NLB073754_02, Tunefamily: 1419_1, average precision:[0.20961996129264002] 
Query: NLB073994_01, Tunefamily: 1419_1, average precision:[0.2532176100509117] 
Query: NLB074156_03, Tunefamily: 1419_1, average precision:[0.11475007463580492] 
Query: NLB074261_01, Tunefamily: 1419_1, average precision:[0.08965095487841258] 
Query: NLB074426_02, Tunefamily: 1419_1, average precision:[0.25672785435635703] 
Query: NLB074603_01, Tunefamily: 1419_1, average precision:[0.002239821565202135] 
Query: NLB074613_02, Tunefamily: 1419_1, average precision:[0.1159527051670171] 
Query: NLB070019_01, Tunefamily: 1419_2, average precision:[0.3904673590504451] 
Query: NLB072246_01, Tunefamily: 1419_2, average precision:[0.2968184647934132] 
Query: NLB072249_01, Tunefamily: 1419_2, average precision:[0.5970496894409938] 
Query: NLB072258_01, Tunefamily: 1419_2, average precision:[0.7623456790123457] 
Query: NLB072248_01, Tunefamily: 1419_3, average precision:[0.14266904856078938] 
Query: NLB072250_01, Tunefamily: 1419_3, average precision:[0.12445309455108995] 
Query: NLB072253_01, Tunefamily: 1419_3, average precision:[0.09478580110720268] 
Query: NLB072256_01, Tunefamily: 1419_3, average precision:[0.13042554845075752] 
Query: NLB073326_01, Tunefamily: 1419_3, average precision:[0.19243190677855052] 
Query: NLB073925_01, Tunefamily: 1419_3, average precision:[0.09931176162660935] 
Query: NLB074003_01, Tunefamily: 1419_3, average precision:[0.09676222982697134] 
Query: NLB074216_01, Tunefamily: 1419_3, average precision:[0.18546225506652927] 
Query: NLB074333_01, Tunefamily: 1419_3, average precision:[0.11544689684930595] 
Query: NLB143240_01, Tunefamily: 1419_3, average precision:[0.09188077146967745] 
Query: NLB147912_01, Tunefamily: 1419_3, average precision:[0.23193812550213236] 
Query: NLB072252_01, Tunefamily: 1419_4, average precision:[0.11667874647892108] 
Query: NLB074086_01, Tunefamily: 1419_4, average precision:[0.1256126908376957] 
Query: NLB074338_01, Tunefamily: 1419_4, average precision:[0.11985379962564952] 
Query: NLB074389_01, Tunefamily: 1419_4, average precision:[0.31887540541017795] 
Query: NLB074389_02, Tunefamily: 1419_4, average precision:[0.3279228948099144] 
Query: NLB075414_01, Tunefamily: 1419_4, average precision:[0.1180791393019442] 
Query: NLB075414_03, Tunefamily: 1419_4, average precision:[0.2511269003154009] 
Query: NLB145572_01, Tunefamily: 1419_4, average precision:[0.22347148524072846] 
Query: NLB146611_01, Tunefamily: 1419_4, average precision:[0.22330722409794654] 
Query: NLB151552_01, Tunefamily: 1421_0, average precision:[1.0] 
Query: NLB165469_01, Tunefamily: 1421_0, average precision:[1.0] 
Query: NLB138185_01, Tunefamily: 1436_0, average precision:[1.0] 
Query: NLB183484_01, Tunefamily: 1436_0, average precision:[1.0] 
Query: NLB151444_01, Tunefamily: 143_0, average precision:[0.3522121535181237] 
Query: NLB151966_01, Tunefamily: 143_0, average precision:[0.37681159420289856] 
Query: NLB183444_01, Tunefamily: 143_0, average precision:[0.39472693032015066] 
Query: NLB016077_01, Tunefamily: 1458_0, average precision:[0.21481677419406922] 
Query: NLB070406_01, Tunefamily: 1458_0, average precision:[0.24275557769109057] 
Query: NLB070638_01, Tunefamily: 1458_0, average precision:[0.04910343996898874] 
Query: NLB071189_01, Tunefamily: 1458_0, average precision:[0.04266382153230592] 
Query: NLB071789_01, Tunefamily: 1458_0, average precision:[0.3031516648135333] 
